service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2025827,0,0,0,0,0,0,0,20161223,20161223
2025826,0,0,0,0,0,0,0,20161110,20161216
2025828,0,0,0,0,0,0,0,20161230,20161230
12025820,0,0,0,0,0,0,0,20161114,20161226
12025823,0,0,0,0,0,0,0,20161227,20161230
2025821,0,0,0,0,0,0,0,20161109,20161215
12025822,0,0,0,0,0,0,0,20161220,20161223
2025820,0,0,0,0,0,0,0,20161113,20161225
12025821,0,0,0,0,0,0,0,20161110,20161216
2025823,0,0,0,0,0,0,0,20161226,20161229
12025828,0,0,0,0,0,0,0,20161231,20161231
2025822,0,0,0,0,0,0,0,20161219,20161222
12025827,0,0,0,0,0,0,0,20161224,20161224
12025826,0,0,0,0,0,0,0,20161111,20161217
2025825,0,0,0,0,0,0,0,20161111,20161231
12025825,0,0,0,0,0,0,0,20161112,20170101
12280374,0,0,0,0,0,0,0,20170108,20170508
12280375,0,0,0,0,0,0,0,20170103,20170428
12280372,0,0,0,0,0,0,0,20170102,20170502
12280378,0,0,0,0,0,0,0,20170107,20170429
12280379,0,0,0,0,0,0,0,20170211,20170506
12280376,0,0,0,0,0,0,0,20170207,20170505
2280372,0,0,0,0,0,0,0,20170101,20170501
2280375,0,0,0,0,0,0,0,20170102,20170427
2280376,0,0,0,0,0,0,0,20170206,20170504
1132942,0,0,0,0,0,0,0,20161111,20170507
1132941,0,0,0,0,0,0,0,20161109,20170505
2280374,0,0,0,0,0,0,0,20170107,20170507
2280379,0,0,0,0,0,0,0,20170210,20170505
2280378,0,0,0,0,0,0,0,20170106,20170428
