service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12025104,0,0,0,0,0,0,0,20161113,20161225
12280263,0,0,0,0,0,0,0,20170211,20170506
12025103,0,0,0,0,0,0,0,20161227,20161230
2280263,0,0,0,0,0,0,0,20170210,20170505
12025101,0,0,0,0,0,0,0,20161220,20161223
12280436,0,0,0,0,0,0,0,20161224,20161224
2280260,0,0,0,0,0,0,0,20170106,20170428
2280436,0,0,0,0,0,0,0,20161223,20161223
12025098,0,0,0,0,0,0,0,20161114,20161226
12025109,0,0,0,0,0,0,0,20161231,20161231
12025099,0,0,0,0,0,0,0,20161110,20161216
12280260,0,0,0,0,0,0,0,20170107,20170429
12025107,0,0,0,0,0,0,0,20161111,20161217
12025097,0,0,0,0,0,0,0,20161112,20161112
2025101,0,0,0,0,0,0,0,20161219,20161222
12280253,0,0,0,0,0,0,0,20170102,20170502
2025099,0,0,0,0,0,0,0,20161109,20161215
12280254,0,0,0,0,0,0,0,20170103,20170428
2025103,0,0,0,0,0,0,0,20161226,20161229
2025104,0,0,0,0,0,0,0,20161112,20161224
12280252,0,0,0,0,0,0,0,20170417,20170508
2025109,0,0,0,0,0,0,0,20161230,20161230
12280258,0,0,0,0,0,0,0,20170108,20170507
2025107,0,0,0,0,0,0,0,20161110,20161216
2025098,0,0,0,0,0,0,0,20161113,20161225
2025097,0,0,0,0,0,0,0,20161111,20161111
12280256,0,0,0,0,0,0,0,20170207,20170505
1544644,0,0,0,0,0,0,0,20161231,20161231
2280258,0,0,0,0,0,0,0,20170107,20170506
2280256,0,0,0,0,0,0,0,20170206,20170504
2280254,0,0,0,0,0,0,0,20170102,20170427
2280252,0,0,0,0,0,0,0,20170416,20170507
2280253,0,0,0,0,0,0,0,20170101,20170501
