service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2108868,0,0,0,0,0,0,0,20161111,20161111
2240995,0,0,0,0,0,0,0,20161226,20161229
12280318,0,0,0,0,0,0,0,20170108,20170507
12025242,0,0,0,0,0,0,0,20161113,20161225
1548648,0,0,0,0,0,0,0,20161231,20161231
12280314,0,0,0,0,0,0,0,20170207,20170505
2169474,0,0,0,0,0,0,0,20161223,20161223
2096474,0,0,0,0,0,0,0,20161109,20161215
12096474,0,0,0,0,0,0,0,20161110,20161216
12096457,0,0,0,0,0,0,0,20161114,20161226
2280323,0,0,0,0,0,0,0,20170210,20170505
12280323,0,0,0,0,0,0,0,20170211,20170506
12280321,0,0,0,0,0,0,0,20170107,20170429
2096457,0,0,0,0,0,0,0,20161113,20161225
2280321,0,0,0,0,0,0,0,20170106,20170428
2084959,0,0,0,0,0,0,0,20161230,20161230
2025242,0,0,0,0,0,0,0,20161112,20161224
12240995,0,0,0,0,0,0,0,20161227,20161230
12169474,0,0,0,0,0,0,0,20161224,20161224
12084959,0,0,0,0,0,0,0,20161231,20161231
2096463,0,0,0,0,0,0,0,20161110,20161216
12096463,0,0,0,0,0,0,0,20161111,20161217
2280318,0,0,0,0,0,0,0,20170107,20170506
12108868,0,0,0,0,0,0,0,20161112,20161112
2280314,0,0,0,0,0,0,0,20170206,20170504
2280313,0,0,0,0,0,0,0,20170102,20170427
11548648,0,0,0,0,0,0,0,20170101,20170101
12025239,0,0,0,0,0,0,0,20161220,20161223
2280311,0,0,0,0,0,0,0,20170101,20170501
12280310,0,0,0,0,0,0,0,20170417,20170508
2280310,0,0,0,0,0,0,0,20170416,20170507
12280311,0,0,0,0,0,0,0,20170102,20170502
2025239,0,0,0,0,0,0,0,20161219,20161222
12280313,0,0,0,0,0,0,0,20170103,20170428
