service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2025270,0,0,0,0,0,0,0,20161113,20161225
12280344,0,0,0,0,0,0,0,20170102,20170502
12280345,0,0,0,0,0,0,0,20170417,20170508
2025274,0,0,0,0,0,0,0,20161219,20161222
2169475,0,0,0,0,0,0,0,20161223,20161223
12248027,0,0,0,0,0,0,0,20161110,20161216
2025272,0,0,0,0,0,0,0,20161226,20161229
2025271,0,0,0,0,0,0,0,20161111,20161111
12248028,0,0,0,0,0,0,0,20161111,20161217
2025277,0,0,0,0,0,0,0,20161112,20161231
12025281,0,0,0,0,0,0,0,20161231,20161231
2280348,0,0,0,0,0,0,0,20170102,20170105
2280349,0,0,0,0,0,0,0,20170206,20170504
2280344,0,0,0,0,0,0,0,20170101,20170501
2280345,0,0,0,0,0,0,0,20170416,20170507
2280347,0,0,0,0,0,0,0,20170109,20170427
12169475,0,0,0,0,0,0,0,20161224,20161224
2248027,0,0,0,0,0,0,0,20161109,20161215
2248028,0,0,0,0,0,0,0,20161110,20161216
2025281,0,0,0,0,0,0,0,20161230,20161230
12280354,0,0,0,0,0,0,0,20170107,20170107
12280353,0,0,0,0,0,0,0,20170114,20170429
12025274,0,0,0,0,0,0,0,20161220,20161223
12280352,0,0,0,0,0,0,0,20170211,20170506
12280351,0,0,0,0,0,0,0,20170108,20170507
12025277,0,0,0,0,0,0,0,20161113,20170101
2280353,0,0,0,0,0,0,0,20170113,20170428
2280354,0,0,0,0,0,0,0,20170106,20170106
2280351,0,0,0,0,0,0,0,20170107,20170506
2280352,0,0,0,0,0,0,0,20170210,20170505
12025271,0,0,0,0,0,0,0,20161112,20161112
12025270,0,0,0,0,0,0,0,20161114,20161226
12025272,0,0,0,0,0,0,0,20161227,20161230
12280349,0,0,0,0,0,0,0,20170207,20170505
12280347,0,0,0,0,0,0,0,20170110,20170428
12280348,0,0,0,0,0,0,0,20170103,20170106
