service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2025255,0,0,0,0,0,0,0,20161109,20161215
2025256,0,0,0,0,0,0,0,20161226,20161229
2025253,0,0,0,0,0,0,0,20161219,20161222
2025251,0,0,0,0,0,0,0,20161113,20161225
2025252,0,0,0,0,0,0,0,20161111,20161111
2280325,0,0,0,0,0,0,0,20170101,20170501
2280327,0,0,0,0,0,0,0,20170206,20170504
2280326,0,0,0,0,0,0,0,20170416,20170507
2280329,0,0,0,0,0,0,0,20170102,20170427
12025262,0,0,0,0,0,0,0,20161231,20161231
12025261,0,0,0,0,0,0,0,20161111,20161217
12280331,0,0,0,0,0,0,0,20170108,20170507
12025252,0,0,0,0,0,0,0,20161112,20161112
12025253,0,0,0,0,0,0,0,20161220,20161223
12025255,0,0,0,0,0,0,0,20161110,20161216
12280335,0,0,0,0,0,0,0,20170107,20170429
12025256,0,0,0,0,0,0,0,20161227,20161230
12025257,0,0,0,0,0,0,0,20161113,20170101
12280333,0,0,0,0,0,0,0,20170211,20170506
12025259,0,0,0,0,0,0,0,20161224,20161224
2025261,0,0,0,0,0,0,0,20161110,20161216
2025262,0,0,0,0,0,0,0,20161230,20161230
2025257,0,0,0,0,0,0,0,20161112,20161231
2280335,0,0,0,0,0,0,0,20170106,20170428
2025259,0,0,0,0,0,0,0,20161223,20161223
2280333,0,0,0,0,0,0,0,20170210,20170505
12280327,0,0,0,0,0,0,0,20170207,20170505
12280325,0,0,0,0,0,0,0,20170102,20170502
12280326,0,0,0,0,0,0,0,20170417,20170508
2280331,0,0,0,0,0,0,0,20170107,20170506
12025251,0,0,0,0,0,0,0,20161114,20161226
12280329,0,0,0,0,0,0,0,20170103,20170428
