service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12280366,0,0,0,0,0,0,0,20170108,20170507
12280362,0,0,0,0,0,0,0,20170103,20170428
12280364,0,0,0,0,0,0,0,20170207,20170505
12280360,0,0,0,0,0,0,0,20170417,20170508
2169476,0,0,0,0,0,0,0,20161223,20161223
12025363,0,0,0,0,0,0,0,20161220,20161223
2025372,0,0,0,0,0,0,0,20161112,20161224
2025391,0,0,0,0,0,0,0,20161110,20161216
12025387,0,0,0,0,0,0,0,20161231,20161231
2280360,0,0,0,0,0,0,0,20170416,20170507
12025361,0,0,0,0,0,0,0,20161227,20161230
2280362,0,0,0,0,0,0,0,20170102,20170427
2280364,0,0,0,0,0,0,0,20170206,20170504
12025343,0,0,0,0,0,0,0,20161112,20161112
2280366,0,0,0,0,0,0,0,20170107,20170506
2280369,0,0,0,0,0,0,0,20170210,20170505
12280358,0,0,0,0,0,0,0,20170102,20170502
1546589,0,0,0,0,0,0,0,20161231,20161231
12169476,0,0,0,0,0,0,0,20161224,20161224
12280370,0,0,0,0,0,0,0,20170107,20170429
2025387,0,0,0,0,0,0,0,20161230,20161230
2025363,0,0,0,0,0,0,0,20161219,20161222
2025361,0,0,0,0,0,0,0,20161226,20161229
2025343,0,0,0,0,0,0,0,20161111,20161111
12025358,0,0,0,0,0,0,0,20161110,20161216
12025391,0,0,0,0,0,0,0,20161111,20161217
12280369,0,0,0,0,0,0,0,20170211,20170506
2280370,0,0,0,0,0,0,0,20170106,20170428
2025338,0,0,0,0,0,0,0,20161113,20161225
12025372,0,0,0,0,0,0,0,20161113,20161225
2025358,0,0,0,0,0,0,0,20161109,20161215
11546589,0,0,0,0,0,0,0,20170101,20170101
12025338,0,0,0,0,0,0,0,20161114,20161226
2280358,0,0,0,0,0,0,0,20170101,20170501
