service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12025546,0,0,0,0,0,0,0,20161220,20161223
12025547,0,0,0,0,0,0,0,20161110,20161216
12025548,0,0,0,0,0,0,0,20161227,20161230
12280382,0,0,0,0,0,0,0,20170417,20170508
2280387,0,0,0,0,0,0,0,20170102,20170427
2025542,0,0,0,0,0,0,0,20161111,20161111
12280383,0,0,0,0,0,0,0,20170102,20170502
12025542,0,0,0,0,0,0,0,20161112,20161112
2280386,0,0,0,0,0,0,0,20170206,20170504
12025543,0,0,0,0,0,0,0,20161114,20161226
12280386,0,0,0,0,0,0,0,20170207,20170505
12280387,0,0,0,0,0,0,0,20170103,20170428
2280383,0,0,0,0,0,0,0,20170101,20170501
2280382,0,0,0,0,0,0,0,20170416,20170507
2280390,0,0,0,0,0,0,0,20170107,20170506
2025554,0,0,0,0,0,0,0,20161110,20161216
12280393,0,0,0,0,0,0,0,20170211,20170506
12280390,0,0,0,0,0,0,0,20170108,20170507
2025551,0,0,0,0,0,0,0,20161230,20161230
2025550,0,0,0,0,0,0,0,20161112,20161231
12025553,0,0,0,0,0,0,0,20161224,20161224
2025553,0,0,0,0,0,0,0,20161223,20161223
12025554,0,0,0,0,0,0,0,20161111,20161217
12025551,0,0,0,0,0,0,0,20161231,20161231
12280394,0,0,0,0,0,0,0,20170107,20170429
2280394,0,0,0,0,0,0,0,20170106,20170428
2280393,0,0,0,0,0,0,0,20170210,20170505
12025550,0,0,0,0,0,0,0,20161113,20170101
2025547,0,0,0,0,0,0,0,20161109,20161215
2025548,0,0,0,0,0,0,0,20161226,20161229
2025543,0,0,0,0,0,0,0,20161113,20161225
2025546,0,0,0,0,0,0,0,20161219,20161222
